Localizador,Cia Aérea,Origem,Destino,Classe da Passagem,Qtde de Paradas,Tipo de Destino,Estação do Ano,Preço Atual da Passagem,Preço da Passagem na última semana,Preço da Passagem no último mês,Decisão do Cliente
CTQXSP,UNITED,DUB,MUC,3,2,histórico,verão,9283.78,10911.83,11917.12,Comprou
285S82,DELTA,VIE,NRT,3,0,família,primavera,5552.29,6236.80,6099.09,Comprou
OF1ZGH,LATAM,DOH,CDG,1,0,religioso,primavera,937.47,786.97,818.19,Não comprou
SRVN5H,GOL,HKG,DUB,2,0,aventura,primavera,3533.82,3720.56,4080.51,Preferiu aguardar e comprou depois
LAZRLY,LATAM,BCN,YYZ,1,2,histórico,primavera,1161.72,1036.49,1242.34,Não comprou
KWQF2O,DELTA,PEK,MUC,2,0,religioso,primavera,3789.34,4254.26,3511.38,Comprou
GKFZAW,KLM,YVR,LGW,1,1,negócios,primavera,842.41,979.77,1128.39,Comprou
NC09EH,QATAR,MAD,FCO,1,1,histórico,inverno,1587.01,1575.84,1626.28,Não comprou
6O4FWS,GOL,DOH,SEA,3,0,família,outono,6905.29,6906.43,7749.80,Preferiu aguardar e comprou depois
2H39IL,QATAR,SYD,VIE,4,2,negócios,outono,7499.71,7094.65,8137.17,Não comprou
HU2LXY,AIR FRANCE,AMS,BOS,2,0,aventura,verão,3667.41,3747.45,3222.73,Preferiu aguardar e comprou depois
EQ30NK,QATAR,ORD,JNB,1,2,família,outono,1862.56,2021.24,2023.32,Comprou
USISZH,DELTA,CLT,PHX,4,2,romântico,outono,9462.20,11247.24,12046.14,Comprou
YLS4Z3,AZUL,DUB,FCO,3,1,negócios,verão,8130.58,6612.34,5294.62,Não comprou
FUPSU3,LATAM,EWR,BCN,4,2,histórico,primavera,6087.53,5966.18,5713.11,Não comprou
FZBGAK,DELTA,HKG,AMS,4,0,romântico,verão,11764.35,11236.11,11847.31,Não comprou
FM23X2,EMIRATES,DFW,MXP,4,1,religioso,inverno,12450.18,12884.86,12622.36,Preferiu aguardar e comprou depois
GCNKBP,UNITED,ICN,ATL,4,0,histórico,primavera,9535.44,10762.14,12840.57,Preferiu aguardar e comprou depois
6NJQI4,AMERICAN,CPT,FCO,3,2,negócios,verão,5925.59,5769.97,6275.60,Não comprou
IKN4JP,QATAR,MUC,DFW,3,1,família,inverno,5897.93,6392.47,7581.52,Comprou
Q0PO32,UNITED,LAS,SEA,2,0,histórico,inverno,3028.76,3262.28,3766.11,Preferiu aguardar e comprou depois
F3C610,KLM,HKG,HND,4,1,negócios,outono,6770.91,5551.38,6567.93,Não comprou
8ALQ98,UNITED,MIA,NRT,2,1,religioso,verão,5783.81,5580.59,5033.80,Não comprou
CN4XY0,AZUL,ICN,JNB,2,2,família,primavera,3398.92,3618.02,2971.55,Comprou
VBT7H4,AZUL,YVR,BOS,4,2,aventura,primavera,6268.75,6027.72,5822.97,Não comprou
8YA1BL,QATAR,JNB,DEL,1,0,religioso,verão,2306.95,2697.79,2611.29,Comprou
KWJTW0,DELTA,PHX,LAX,1,0,negócios,outono,1255.54,1061.27,1135.97,Não comprou
DNB412,QATAR,NRT,CLT,1,1,família,verão,1358.36,1418.65,1143.81,Preferiu aguardar e comprou depois
84HOGB,AIR FRANCE,ZRH,BCN,2,2,família,primavera,2368.21,2361.75,1960.36,Não comprou
656SIY,AMERICAN,AMS,VIE,2,0,histórico,primavera,3942.82,3643.87,4304.93,Não comprou
SPDR7W,AMERICAN,LGA,PEK,2,1,religioso,inverno,2021.25,1677.20,1997.21,Não comprou
ZTFZFN,AMERICAN,CPT,PHX,1,0,histórico,outono,1267.70,1132.83,1358.14,Não comprou
XLLPE7,EMIRATES,LAS,PVG,3,1,religioso,inverno,6789.10,6288.86,5301.82,Não comprou
73LQ7P,GOL,IAH,VIE,1,2,família,outono,1019.85,1059.92,1122.39,Comprou
8D8HKG,KLM,LIS,DEL,3,2,família,outono,5688.11,5487.75,5273.07,Não comprou
0SIW90,UNITED,ATH,CDG,1,2,romântico,verão,1399.19,1222.50,992.29,Não comprou
E24NM0,AIR FRANCE,PEK,CDG,2,2,negócios,inverno,2723.27,2551.30,2096.00,Não comprou
X4PU7N,AIR FRANCE,MUC,DOH,1,1,família,primavera,875.75,858.96,1012.97,Não comprou
1XH6J8,KLM,DEL,DEN,4,2,histórico,outono,11522.03,9819.08,10846.19,Não comprou
MBSL6Z,AIR FRANCE,HKG,LAS,4,1,religioso,primavera,7336.44,8618.48,10239.94,Preferiu aguardar e comprou depois
F6VGA2,GOL,ORD,EWR,1,1,romântico,verão,2077.80,1738.08,1632.43,Não comprou
2G7QUI,EMIRATES,JNB,ATL,3,1,negócios,verão,8757.08,7425.49,7328.55,Não comprou
483SXZ,UNITED,ORD,DFW,1,1,família,primavera,1167.52,1089.72,1286.42,Não comprou
WS2JVV,LATAM,PEK,BOS,4,0,romântico,inverno,15209.26,15817.70,13809.64,Preferiu aguardar e comprou depois
ZFJ9K8,AIR FRANCE,LHR,PVG,2,1,aventura,verão,3704.10,3206.84,2908.68,Não comprou
SB0AOX,QATAR,FCO,LAS,3,0,romântico,verão,7179.12,6000.96,4855.83,Não comprou
J3FVIT,KLM,MAD,PEK,2,2,negócios,primavera,2541.26,2273.82,2310.77,Não comprou
4E7O3X,DELTA,VIE,MAD,3,2,aventura,outono,5868.02,6745.13,5884.61,Comprou
DPY74F,KLM,MXP,ATH,4,2,família,primavera,11318.30,9285.30,8915.03,Não comprou
R9T8GI,GOL,AKL,ZRH,4,2,família,outono,11329.17,12091.65,10586.46,Comprou
O0XG7Z,QATAR,NRT,ATH,4,1,negócios,outono,8312.02,8376.56,9219.83,Preferiu aguardar e comprou depois
BU6XBY,DELTA,SFO,YVR,2,1,romântico,inverno,4561.68,4638.61,4059.04,Comprou
GO5HR9,AMERICAN,HKG,MEL,3,0,família,inverno,6364.08,6175.91,5025.34,Não comprou
0PCWYH,KLM,MEL,AKL,4,2,família,primavera,7328.11,7632.31,7829.75,Preferiu aguardar e comprou depois
H9RGZK,GOL,LHR,DOH,4,2,aventura,primavera,8404.82,7943.08,7182.88,Não comprou
ZNI6CQ,AIR FRANCE,BRU,EWR,1,2,aventura,inverno,1092.73,1259.08,1104.89,Preferiu aguardar e comprou depois
B6JXYT,LATAM,MIA,ICN,3,1,negócios,inverno,7885.48,6844.65,6708.89,Não comprou
Y32UKE,DELTA,IAH,PEK,4,1,religioso,inverno,7924.47,7325.34,6886.55,Não comprou
QNNV9M,DELTA,BOM,MUC,3,2,romântico,outono,4152.09,4029.82,4691.09,Não comprou
OSLTG5,LATAM,DEL,LGW,2,1,histórico,primavera,3439.76,3241.31,2655.17,Não comprou
5PHBQA,QATAR,ATH,LGW,2,0,romântico,inverno,3340.59,3901.84,4142.08,Comprou
K12QQE,QATAR,MUC,AKL,1,1,religioso,outono,1584.40,1701.56,1839.06,Preferiu aguardar e comprou depois
YAT4WU,KLM,PHX,CLT,3,2,aventura,inverno,5123.60,4827.55,4247.96,Não comprou
LIW11R,UNITED,DEL,ATL,1,2,romântico,primavera,1406.35,1256.76,1022.92,Não comprou
E2GQ9F,AIR FRANCE,HND,DOH,1,2,família,inverno,1379.54,1471.08,1544.19,Preferiu aguardar e comprou depois
DP0OAU,DELTA,CLT,LIS,1,2,família,outono,1333.72,1171.50,1092.05,Não comprou
GUZ2XW,UNITED,YYZ,MUC,2,2,romântico,verão,5299.03,4625.24,5340.23,Não comprou
0YYOI5,AZUL,SFO,DUB,2,1,aventura,primavera,1851.15,2064.84,1990.49,Comprou
OP6S02,AMERICAN,DUB,LHR,1,0,aventura,primavera,1141.57,957.46,1018.83,Não comprou
OQR709,LATAM,SYD,AKL,2,2,religioso,outono,3125.70,2718.11,2855.63,Não comprou
8V2J2D,UNITED,HKG,JFK,1,0,religioso,outono,1797.75,1760.80,2005.14,Não comprou
MSWAKD,AMERICAN,PEK,BOS,3,0,histórico,verão,7788.23,8580.40,10047.71,Preferiu aguardar e comprou depois
4SZDI0,UNITED,HND,LAS,3,2,histórico,outono,6691.97,5379.45,4336.14,Não comprou
D4QII3,EMIRATES,PEK,HND,2,2,romântico,primavera,1593.21,1860.30,1812.78,Preferiu aguardar e comprou depois
B54T9H,AMERICAN,DOH,MUC,4,0,negócios,outono,12658.54,11749.48,12743.99,Não comprou
1992RI,LATAM,SIN,DEL,4,1,romântico,outono,11231.55,13283.93,12586.42,Comprou
DOWBI7,EMIRATES,CDG,MEL,1,2,negócios,inverno,1197.51,1009.44,904.35,Não comprou
2BGUB8,EMIRATES,PHX,LGA,1,0,histórico,outono,1439.82,1237.40,1239.77,Não comprou
4JPCDP,KLM,CDG,SFO,3,0,família,verão,9085.77,9072.37,10127.13,Não comprou
6F52E2,AZUL,ATH,AMS,2,1,histórico,inverno,2288.33,2066.06,2136.53,Não comprou
OVWA12,GOL,PHX,SYD,4,0,religioso,verão,12426.35,14711.23,16805.64,Comprou
YY0WB9,EMIRATES,DEN,CPT,1,2,histórico,primavera,852.80,930.55,926.24,Preferiu aguardar e comprou depois
CUW8GR,KLM,MIA,BOS,3,1,negócios,outono,6708.13,6487.85,5530.39,Não comprou
5UFBZL,LATAM,ORD,YYZ,2,1,religioso,inverno,4293.32,4063.05,4517.59,Não comprou
MJFNAG,LATAM,AMS,ORD,1,2,romântico,inverno,1525.93,1688.32,1940.53,Comprou
D159JZ,AMERICAN,NRT,LIS,2,1,aventura,primavera,3128.98,2878.14,3435.97,Não comprou
KG6KLH,GOL,HKG,BOS,2,0,aventura,inverno,4319.03,4875.72,5126.37,Comprou
Z8DUH5,UNITED,EWR,MAD,2,1,negócios,primavera,3682.64,4052.51,3791.93,Preferiu aguardar e comprou depois
F0X914,QATAR,LHR,MEL,4,1,família,outono,8249.10,9862.74,9251.23,Comprou
AVIVDP,KLM,PVG,SIN,1,1,negócios,outono,1371.04,1110.93,1026.16,Não comprou
KITP6L,DELTA,BCN,YVR,2,2,aventura,primavera,2186.48,2316.81,2038.28,Comprou
0PEBGO,LATAM,SFO,LGW,2,0,religioso,primavera,1803.52,2146.48,2224.85,Comprou
OW99T4,AZUL,DEL,LGA,1,2,família,verão,2253.54,2452.61,2433.28,Comprou
0JBAIH,QATAR,CLT,LHR,1,1,religioso,primavera,1387.31,1209.90,1319.13,Não comprou
D0C0U1,AMERICAN,YVR,MXP,1,2,romântico,verão,1722.60,1845.55,1921.49,Comprou
PTFHI7,AZUL,MXP,FRA,4,1,romântico,primavera,10964.46,12686.40,14047.33,Comprou
1ZPD66,KLM,DOH,CPT,3,2,religioso,inverno,5629.41,5856.51,5836.71,Preferiu aguardar e comprou depois
HFACE2,AZUL,BCN,CPT,1,2,negócios,primavera,896.62,965.53,987.98,Preferiu aguardar e comprou depois
XBKGZM,AZUL,MXP,IAH,3,2,família,outono,5612.59,6144.99,6352.27,Preferiu aguardar e comprou depois
G1QRUF,UNITED,DOH,LGW,3,2,família,primavera,5254.75,5110.68,5789.16,Não comprou
6XQTKU,QATAR,DEN,LHR,3,2,religioso,verão,7686.64,7102.72,6684.25,Não comprou
1CVM2W,LATAM,ATL,FRA,4,2,aventura,inverno,14420.70,16142.05,17470.34,Comprou
JOPU1G,EMIRATES,DFW,DEL,4,2,aventura,outono,11929.70,13990.89,16104.04,Comprou
0Q0PKZ,UNITED,PEK,PHX,4,2,religioso,primavera,11174.88,9806.88,9212.63,Não comprou
WRM14D,QATAR,PEK,VIE,3,0,negócios,inverno,5326.06,4520.06,5194.37,Não comprou
O78F56,AMERICAN,YVR,DOH,3,1,família,outono,4857.63,4848.36,4308.30,Não comprou
VDI9W2,LATAM,EWR,VIE,4,0,negócios,outono,9831.73,8785.58,8716.45,Não comprou
O2NBDX,DELTA,LAS,AKL,3,2,aventura,verão,6556.37,6786.47,6109.84,Comprou
I6JOSL,AIR FRANCE,MXP,SIN,4,2,romântico,inverno,10312.99,9516.36,8545.24,Não comprou
K1WU9A,DELTA,LAX,YVR,1,0,família,verão,1798.25,1765.36,1597.80,Não comprou
I1JIM2,AMERICAN,DXB,MUC,2,2,família,primavera,3222.98,2679.74,2821.04,Não comprou
QE8DZP,GOL,SEA,EWR,2,0,romântico,verão,3121.75,3405.18,3698.54,Comprou
TYBC0K,GOL,ICN,YYZ,3,0,religioso,primavera,4562.63,4725.17,4810.65,Preferiu aguardar e comprou depois
3WDDFG,GOL,JFK,IAH,4,0,romântico,outono,14133.55,13223.14,12860.51,Não comprou
HT5BBH,AZUL,ZRH,MAD,2,1,negócios,inverno,3673.32,3965.16,3518.68,Comprou
H9WGDT,AMERICAN,YVR,CDG,3,2,romântico,outono,7298.08,8205.61,9049.29,Comprou
N2GO2V,AZUL,CPT,DOH,2,1,religioso,inverno,2742.69,2975.17,3006.59,Preferiu aguardar e comprou depois
5LC5GB,AZUL,JFK,JNB,3,2,histórico,verão,9975.25,9950.22,10473.41,Não comprou
Y1N8J4,KLM,MXP,DXB,4,2,família,outono,10667.57,9952.19,10028.88,Não comprou
CF7HDM,GOL,MXP,MEL,3,2,aventura,inverno,5082.17,5001.33,4798.49,Não comprou
5AVNGJ,GOL,LAS,BOS,2,1,histórico,verão,5605.04,5324.79,5157.15,Não comprou
XD6CGL,QATAR,YYZ,CLT,1,0,histórico,inverno,1417.39,1471.13,1357.76,Preferiu aguardar e comprou depois
WA47EG,AMERICAN,BOS,DUB,3,1,romântico,primavera,4824.16,4942.02,5370.14,Preferiu aguardar e comprou depois
3UAIVO,DELTA,LAX,PHX,3,0,religioso,inverno,5382.17,4429.74,3944.62,Não comprou
MAGK84,EMIRATES,SIN,LIS,3,0,família,verão,8559.98,7772.30,6511.51,Não comprou
IF1ARK,AMERICAN,MIA,ATH,3,0,romântico,verão,7475.05,6291.94,7434.23,Não comprou
28MMCY,GOL,LAX,MXP,2,0,histórico,outono,4892.67,4364.48,4511.01,Não comprou
5IHCU3,QATAR,ICN,ATH,1,2,histórico,verão,1855.58,2014.63,1936.22,Comprou
JSMUMQ,GOL,PHX,MIA,3,1,aventura,primavera,4097.76,3679.32,3205.39,Não comprou
J9RK8X,EMIRATES,PVG,PEK,1,2,negócios,outono,1293.63,1039.08,955.86,Não comprou
SR0S31,AMERICAN,EWR,MAD,4,0,religioso,outono,9873.45,11303.61,13386.55,Comprou
JE56N8,UNITED,LIS,EWR,2,0,religioso,outono,1829.74,1958.50,1923.33,Comprou
DP3KNC,KLM,NRT,AKL,1,0,negócios,outono,1381.37,1435.98,1665.69,Comprou
G2LHAA,DELTA,LIS,IAH,4,2,família,outono,9313.62,10094.79,8771.23,Preferiu aguardar e comprou depois
WM04Y1,LATAM,BOM,MXP,2,1,histórico,primavera,3815.74,3204.21,3478.44,Não comprou
E5M7NB,AIR FRANCE,MEL,SFO,2,0,religioso,verão,3122.23,2688.90,2855.53,Não comprou
CMO239,AMERICAN,CDG,IAH,3,1,religioso,outono,6334.20,5578.55,6289.69,Não comprou
KTYYH6,QATAR,SFO,DXB,3,1,religioso,inverno,6772.16,5538.14,4553.27,Não comprou
W0DSDF,QATAR,DFW,FCO,3,0,histórico,primavera,4505.81,3894.51,3802.68,Não comprou
MVG8AT,KLM,BCN,NRT,3,0,negócios,verão,9064.80,9015.04,10266.37,Não comprou
1RBQV2,KLM,ATH,BCN,1,0,histórico,inverno,1765.73,1722.69,2029.51,Não comprou
Q4PJC1,EMIRATES,LHR,DOH,3,0,negócios,outono,7041.33,7573.79,7731.47,Comprou
B9U7UP,AMERICAN,CPT,MXP,2,0,negócios,verão,5870.82,4759.62,5178.85,Não comprou
0C1FM6,LATAM,LGA,ZRH,4,0,aventura,inverno,12066.13,11789.85,11142.10,Não comprou
4I7ARC,QATAR,EWR,PHX,1,0,família,primavera,1060.04,899.15,793.22,Não comprou
HZOUS6,QATAR,PEK,MAD,1,2,romântico,primavera,1319.18,1557.91,1540.84,Comprou
DBQQ0O,AIR FRANCE,VIE,LAX,2,1,romântico,inverno,3278.64,3540.96,3257.81,Preferiu aguardar e comprou depois
H9P24W,QATAR,ZRH,HKG,1,0,negócios,outono,1294.48,1323.91,1394.68,Preferiu aguardar e comprou depois
ZEUS14,EMIRATES,BOS,MXP,2,2,aventura,outono,4653.18,4099.60,3960.40,Não comprou
KRWYRI,EMIRATES,CLT,PEK,4,0,aventura,outono,10285.12,9483.42,9295.39,Não comprou
DQBTM7,AMERICAN,YYZ,DEL,2,1,família,inverno,3388.30,4049.06,4113.28,Comprou
XUD5NS,UNITED,DEN,MIA,4,0,romântico,primavera,12080.13,14280.31,14787.74,Comprou
FSR6TI,DELTA,HND,DOH,1,2,histórico,primavera,1197.72,1099.08,966.83,Não comprou
EEP8QQ,DELTA,MUC,MXP,4,0,histórico,inverno,6713.41,6234.51,5429.00,Não comprou
Z3G8UZ,GOL,EWR,SYD,2,1,negócios,verão,5110.83,4131.28,4328.57,Não comprou
VO7K2S,EMIRATES,NRT,JNB,3,2,romântico,inverno,4119.46,3492.78,3185.81,Não comprou
NE4VIQ,LATAM,AMS,LHR,2,1,aventura,verão,4923.08,5773.05,6305.83,Comprou
JCGHFM,QATAR,JNB,SFO,2,0,família,primavera,2774.90,2299.76,2523.93,Não comprou
WYVDBT,GOL,HKG,YYZ,3,0,negócios,verão,8381.42,7967.97,8099.60,Não comprou
VPFEDW,AZUL,BRU,YVR,3,2,histórico,primavera,5192.47,5500.55,5122.16,Preferiu aguardar e comprou depois
5O5R4W,LATAM,PEK,PVG,4,1,religioso,outono,11832.90,13594.62,13232.31,Preferiu aguardar e comprou depois
54SRIJ,LATAM,LAS,MAD,1,2,negócios,outono,853.98,699.78,760.74,Não comprou
VQ99MA,GOL,VIE,CDG,2,2,família,outono,2102.93,1790.75,1827.02,Não comprou
HXFOIW,AZUL,LHR,YVR,4,0,romântico,verão,14818.89,16351.55,15771.27,Comprou
FMZWD5,EMIRATES,SIN,VIE,1,1,histórico,inverno,1206.21,1445.82,1601.75,Comprou
JUKU3V,LATAM,MXP,CPT,2,0,romântico,primavera,3339.72,2784.80,3128.86,Não comprou
0EKU8Q,QATAR,IAH,LGW,4,1,religioso,inverno,9862.36,8804.86,10261.68,Não comprou
TQEIK1,AMERICAN,EWR,YYZ,4,0,família,primavera,9158.44,10365.81,9177.94,Comprou
CI6192,AZUL,CLT,BOM,4,0,romântico,verão,12025.86,11526.85,10789.36,Não comprou
QL73R6,EMIRATES,LGW,EWR,2,1,aventura,primavera,1959.62,1685.17,1453.47,Não comprou
4EXSXB,AZUL,SFO,VIE,2,2,religioso,inverno,2151.49,1944.17,1712.34,Não comprou
DAJ9TZ,UNITED,LHR,ATL,3,2,religioso,outono,5929.98,5853.94,5177.35,Não comprou
T1N9KL,GOL,BCN,SEA,2,1,família,inverno,3289.85,3613.03,2973.64,Comprou
ZXWKPX,GOL,PHX,CDG,4,1,aventura,outono,10449.79,9445.67,10990.01,Não comprou
0393ZH,AMERICAN,IAH,DFW,3,1,aventura,outono,4735.91,4354.38,4269.24,Não comprou
9NXNZ4,UNITED,MIA,BOM,3,0,negócios,inverno,4627.49,5196.28,5053.57,Preferiu aguardar e comprou depois
R56IOP,EMIRATES,SYD,CPT,2,0,aventura,outono,3709.85,3586.87,4186.84,Não comprou
AEPOP9,GOL,ATH,MIA,1,1,família,primavera,813.87,848.55,895.07,Preferiu aguardar e comprou depois
8QG6VH,DELTA,MAD,SYD,1,1,histórico,outono,1029.14,1063.97,1047.59,Comprou
C15RN5,KLM,SEA,JFK,2,2,aventura,inverno,1784.75,1920.15,1860.40,Comprou
DQGUZV,KLM,LGA,MEL,4,2,família,inverno,7783.42,9086.10,7400.97,Preferiu aguardar e comprou depois
AD0MDA,EMIRATES,BCN,CPT,2,2,romântico,inverno,2248.45,2232.48,2280.28,Não comprou
DAVURX,DELTA,AKL,FCO,2,2,religioso,inverno,1975.16,2030.64,2410.44,Preferiu aguardar e comprou depois
VINDJB,AMERICAN,LHR,ZRH,3,2,histórico,inverno,6976.50,8184.65,7580.82,Comprou
2I998X,KLM,ATH,HKG,1,0,histórico,primavera,1420.53,1152.36,1016.40,Não comprou
3MJTTO,GOL,CPT,ORD,3,2,histórico,outono,4251.90,4590.33,5272.42,Preferiu aguardar e comprou depois
BWPFVA,QATAR,YVR,DFW,2,2,romântico,verão,4008.16,4079.92,3744.28,Comprou
7J24SE,QATAR,ATH,DUB,2,2,histórico,primavera,3222.60,2847.55,2330.52,Não comprou
VK18XX,KLM,PVG,AMS,2,1,romântico,inverno,3656.76,4236.51,4949.74,Comprou
9ISIIQ,UNITED,LGW,ORD,3,2,romântico,inverno,7191.55,8537.57,8461.48,Comprou
ZS5JSI,AIR FRANCE,ZRH,PHX,4,0,família,primavera,12527.70,14051.25,13969.52,Comprou
V9GO5I,AZUL,LGW,LIS,4,0,histórico,verão,14524.47,13428.69,14354.01,Não comprou
ASBBRC,KLM,BCN,ORD,4,2,histórico,outono,12036.62,11482.95,12316.83,Não comprou
X25EBF,QATAR,LHR,CLT,3,1,histórico,primavera,5494.78,5687.63,5243.22,Preferiu aguardar e comprou depois
ICUOQS,AIR FRANCE,BOM,DEL,3,0,histórico,verão,7806.40,6544.70,7118.14,Não comprou
EM1G31,EMIRATES,BRU,MUC,1,0,aventura,primavera,1044.51,912.40,853.19,Não comprou
T3BVEW,UNITED,ATL,YYZ,4,2,romântico,verão,10910.80,10753.43,12197.37,Não comprou
SK8WPJ,AMERICAN,ATL,MUC,1,1,família,primavera,1230.35,1027.91,1124.22,Não comprou
AI4BT8,AIR FRANCE,BRU,EWR,2,2,histórico,verão,2389.84,2120.88,2476.40,Não comprou
A171UB,QATAR,DEN,BRU,3,0,romântico,verão,10235.28,9003.80,8690.86,Não comprou
SAVXLZ,QATAR,LAX,CDG,2,0,família,outono,3580.35,3716.85,3782.01,Preferiu aguardar e comprou depois
ZI87D5,AIR FRANCE,YYZ,HKG,1,1,negócios,primavera,956.80,932.15,997.30,Não comprou
5SPK3G,UNITED,EWR,MXP,3,1,aventura,inverno,5663.53,4825.49,5432.61,Não comprou
6Y4PVJ,EMIRATES,BCN,AKL,1,0,religioso,outono,1965.45,2322.87,2056.09,Comprou
98YAPZ,QATAR,FCO,ORD,3,0,família,outono,6967.69,5578.91,5072.40,Não comprou
O5UEZ6,AMERICAN,LGA,YYZ,3,1,negócios,inverno,5323.34,4774.15,5663.29,Não comprou
18FN9P,KLM,BOS,AKL,1,2,romântico,outono,933.90,1069.71,1101.66,Comprou
NE717C,KLM,BOS,LAX,3,1,família,primavera,5277.38,5503.83,5477.87,Preferiu aguardar e comprou depois
HIRKRX,QATAR,BOM,FRA,4,0,romântico,verão,14519.44,15324.02,16781.51,Comprou
99YJT6,QATAR,MAD,ATH,3,1,histórico,inverno,7854.32,7434.12,6413.29,Não comprou
ZJGDY8,GOL,LAX,ORD,4,1,histórico,outono,6561.70,6998.53,6523.69,Comprou
H7VZJM,QATAR,MIA,LGW,4,1,histórico,primavera,8329.17,6785.34,5574.73,Não comprou
PSGY15,UNITED,SYD,BOM,4,1,histórico,inverno,11752.30,12172.36,13137.34,Preferiu aguardar e comprou depois
HYAKM5,GOL,LIS,CPT,2,0,religioso,outono,2821.41,2974.40,3177.31,Comprou
WRFSJD,LATAM,LAX,AMS,2,0,histórico,inverno,3359.46,3035.64,2762.23,Não comprou
TG6W3Q,KLM,BCN,BRU,4,1,romântico,outono,13387.67,13334.53,15963.83,Não comprou
F2YJLK,GOL,CLT,DOH,3,0,família,primavera,6454.27,7210.76,8093.76,Comprou
5U6RZT,LATAM,FCO,DEL,3,2,histórico,primavera,4912.48,5434.46,5865.24,Comprou
JYZLRL,DELTA,ATH,DEN,3,1,romântico,primavera,4812.55,5337.79,5470.79,Comprou
FCHJIX,AIR FRANCE,MEL,DUB,1,2,religioso,verão,1354.88,1137.43,1232.65,Não comprou
JPI5NW,DELTA,HKG,ATL,4,0,negócios,primavera,9515.75,10018.29,9273.83,Comprou
0HAQBU,AMERICAN,SYD,JNB,1,1,histórico,outono,857.05,845.32,790.75,Não comprou
D3Y2R6,EMIRATES,DOH,LAX,4,2,romântico,primavera,6948.78,6572.25,7249.44,Não comprou
AJQEGS,AMERICAN,YVR,LGW,1,2,religioso,inverno,1560.21,1529.56,1479.64,Não comprou
J4OF44,DELTA,DUB,JFK,1,2,religioso,inverno,882.89,936.70,897.22,Preferiu aguardar e comprou depois
BHC1ZM,GOL,DFW,CLT,1,0,aventura,primavera,1023.36,1045.98,1208.50,Comprou
99EYXY,AZUL,LAS,SYD,2,1,negócios,verão,5939.57,4773.56,5272.36,Não comprou
HGORH4,AMERICAN,MAD,DEN,4,0,família,verão,13350.84,15656.14,16553.68,Comprou
490RD5,EMIRATES,YVR,LGA,4,2,negócios,verão,12077.76,11553.47,11192.94,Não comprou
RUKX6Z,GOL,DEN,LIS,4,0,negócios,primavera,9956.27,10087.67,9634.30,Preferiu aguardar e comprou depois
3GUAEA,AIR FRANCE,JFK,LAX,4,0,aventura,outono,13766.73,15079.03,12235.96,Preferiu aguardar e comprou depois
43AVSZ,KLM,DEL,CPT,4,1,família,outono,11121.23,12155.88,11610.07,Preferiu aguardar e comprou depois
CRSVIS,AIR FRANCE,SFO,IAH,1,1,aventura,outono,1531.83,1433.88,1451.06,Não comprou
W47CMX,AMERICAN,LHR,MXP,4,2,negócios,primavera,10116.71,9938.13,8815.20,Não comprou
4BKV82,LATAM,NRT,BCN,1,1,religioso,inverno,1215.91,1275.95,1310.78,Preferiu aguardar e comprou depois
9FSNJK,KLM,SIN,LHR,3,0,religioso,inverno,8098.45,6637.49,6636.68,Não comprou
UZ8U7B,QATAR,BCN,DEL,1,1,religioso,inverno,1091.61,1097.23,992.68,Preferiu aguardar e comprou depois
4B09LQ,AIR FRANCE,JNB,AMS,2,2,romântico,outono,2325.69,2565.41,2788.33,Preferiu aguardar e comprou depois
3M87WZ,AZUL,FRA,LAS,1,1,aventura,inverno,1218.61,1328.20,1328.81,Comprou
XEBOYS,GOL,DOH,ICN,2,1,aventura,outono,2140.81,2247.62,1998.17,Preferiu aguardar e comprou depois
CNQT8M,AZUL,EWR,VIE,2,2,negócios,outono,2474.12,2718.70,2757.63,Preferiu aguardar e comprou depois
Z8RF03,UNITED,MUC,LHR,2,1,negócios,primavera,1663.25,1951.01,2158.19,Comprou
3G3YAZ,AZUL,ATH,PHX,1,1,negócios,verão,1882.39,1875.83,2156.31,Não comprou
JFF32T,AIR FRANCE,LAS,ZRH,3,0,histórico,inverno,5552.58,5279.66,5892.28,Não comprou
08FDNE,AIR FRANCE,MEL,IAH,3,1,religioso,verão,8065.12,7793.08,6290.70,Não comprou
95YELD,EMIRATES,SEA,DXB,2,1,família,verão,2990.96,3179.21,3415.95,Preferiu aguardar e comprou depois
IHJM5E,UNITED,MXP,PEK,2,0,religioso,primavera,2831.04,3288.91,2909.83,Preferiu aguardar e comprou depois
YFP38Y,AIR FRANCE,LHR,LGA,1,1,romântico,primavera,850.40,989.03,1026.41,Preferiu aguardar e comprou depois
EBP8LM,EMIRATES,BOM,ATH,4,0,família,inverno,13311.26,12428.22,14662.60,Não comprou
3ZLV2D,AIR FRANCE,BOM,YVR,1,1,família,primavera,770.89,774.09,917.78,Preferiu aguardar e comprou depois
0TZ4EI,AMERICAN,DUB,PEK,1,2,família,primavera,1260.00,1043.00,1115.42,Não comprou
H9E1D1,UNITED,EWR,DOH,4,2,romântico,primavera,8267.51,8894.77,10004.07,Preferiu aguardar e comprou depois
U0CUSA,LATAM,SIN,SEA,1,2,aventura,inverno,1312.84,1301.87,1539.42,Não comprou
94OQ78,GOL,DUB,EWR,3,1,histórico,outono,6860.39,7382.25,8372.23,Preferiu aguardar e comprou depois
MAKJ39,AIR FRANCE,FRA,CPT,1,1,religioso,inverno,1408.55,1495.36,1788.13,Preferiu aguardar e comprou depois
